review_text,subtheme_sentiments_pred
good price easy order great service nominated garage receive text message time appointment 25 minute yes minute appointment time message receive 750am appointment time 815am downright unacceptable system sort redact luckily know garage check direct know minute,"[('garage check direct know minute', 'neutral'), ('yes minute appointment time message', 'positive'), ('815am', 'neutral'), ('good price easy order', 'positive'), ('text message time appointment', 'neutral'), ('25 minute', 'neutral'), ('750am', 'neutral'), ('750am appointment time', 'neutral'), ('great service nominated garage', 'positive')]"
easy use book able choosegood service easy use book able choose local garage tyre company local garage excellent competitive price premium product,"[('local garage tyre company local garage excellent competitive price premium product', 'positive'), ('easy use book able choosegood service easy use book', 'positive')]"
tyre wait ready fit 3rd party garage simple online purchase good price,"[('ready fit 3rd party garage', 'positive'), ('tyre', 'neutral'), ('3rd', 'neutral')]"
straight forward process low budget tyre garage go absolutely fantastic,"[('straight forward process low budget tyre garage', 'negative')]"
excellent product great price convenient fitting station overall brilliant experience genuine purchase pleased,"[('excellent product great price convenient fitting station overall brilliant experience genuine purchase', 'positive')]"
delivery date change minute fittng day change make change plan tyre arrive 1 store flat make impossible garage fit cause week delay untill new tyre come fit contact redact time waste fuel suggest kind goodwill gesture awaard inconvenience reply come bit dissappointing new customer,"[('minute fittng day', 'neutral'), ('impossible garage fit cause week delay untill new tyre', 'positive'), ('kind goodwill gesture awaard inconvenience reply', 'positive'), ('change plan', 'neutral'), ('tyre', 'neutral'), ('waste fuel', 'negative'), ('1', 'neutral'), ('week', 'neutral'), ('delivery date change minute fittng day change', 'neutral')]"
not like able talk redact order tyre bit specialist expensive code variation tyre want absolutely sure order correct tyre not find way,"[('way', 'neutral'), ('able talk redact order tyre bit specialist expensive code variation tyre', 'neutral'), ('tyre', 'neutral'), ('absolutely sure order', 'positive')]"
call garage day advance arrange appointment worried old tyre split tyre ready fit straight away,"[('day', 'neutral'), ('advance arrange appointment', 'neutral'), ('old tyre split tyre', 'neutral')]"
fitting tyre go arrange fit problem fitting tyre go get stage problem arrange fit thursday confirm cancel ats time fit friday 1100 20pm confirm redact 1100am arrive at 1030am advise early 4 tyre fit 20pm pick vehicle 415pm communication need improve,"[('thursday', 'neutral'), ('fit problem', 'negative'), ('20pm', 'neutral'), ('early 4 tyre fit 20pm pick vehicle 415pm communication', 'positive'), ('redact 1100am arrive', 'neutral'), ('fitting tyre go arrange', 'neutral'), ('friday 1100', 'neutral'), ('ats time', 'neutral'), ('415pm', 'neutral')]"
great service quality tyre great price,"[('great service quality tyre great price', 'positive')]"
extra fit request not fault way,"[('extra fit request', 'positive'), ('way', 'neutral')]"
excellent value trouble free service,"[('excellent value trouble free service', 'positive')]"
easy find tyre want slightly unbelievable price fast delivery choose fit choose local garage free brilliant service,"[('slightly unbelievable price fast delivery', 'positive'), ('local garage free brilliant service', 'positive'), ('fit', 'positive'), ('tyre', 'neutral')]"
want bmw runflat tyre tyre choose reasonable price review bm owner good downside sign disclaimer tyre not ' bmw recomende ' review owner good tyre price,"[('bmw runflat tyre tyre', 'neutral'), (""not ' bmw recomende ' review owner good tyre price"", 'positive'), ('reasonable price review bm owner good downside sign disclaimer tyre', 'positive')]"
excellent service price fitment place stanway lytham spot staff quick turn round professional helpfull friendly staff work 45 year mechanic nice place exist,"[('45 year', 'neutral'), ('45 year mechanic nice place', 'positive'), ('stanway', 'neutral'), ('professional helpfull friendly staff work', 'positive'), ('lytham spot staff', 'neutral'), ('excellent service price fitment place', 'positive')]"
great surprise go smoothly get great price order choose garage fit tyre fit great time garage efficient friendly hear redact sceptical go highly recommend,"[('garage fit tyre', 'positive'), ('great price order', 'positive'), ('great time garage efficient friendly hear redact', 'positive'), ('great surprise', 'positive')]"
efficient order excellent garage,"[('efficient order excellent garage', 'positive')]"
quick efficient service cheap price,"[('quick efficient service', 'positive'), ('quick efficient service cheap price', 'positive')]"
ease book buy tyre,"[('ease book', 'positive'), ('tyre', 'neutral')]"
steve trust tyre superb efficient friendly go want,"[('steve', 'neutral'), ('superb', 'positive'), ('steve trust tyre superb efficient friendly go', 'positive')]"
good service great price,"[('good service great price', 'positive')]"
redact continue amazed price close partner garage change new great,"[('redact', 'neutral')]"
good price straightforward local service,"[('good price straightforward local service', 'positive')]"
time easy transaction easy choose price garage appointment time satisfied garage quick efficient,"[('satisfied garage', 'positive'), ('easy transaction', 'positive')]"
excellent occasion try previously find right deal occasion,"[('right deal occasion', 'neutral'), ('excellent occasion', 'positive')]"
good service fair price,"[('good service fair price', 'positive')]"
good customer service mcconnechie local fitter good price redact,"[('good customer service mcconnechie local fitter good price redact', 'positive')]"
great service redacted ptaalso excellent price,"[('great service', 'positive'), ('ptaalso excellent price', 'positive')]"
great price   friendly staff   leave age wait,"[('great price   friendly staff', 'positive'), ('age', 'neutral')]"
competitive price easy order easy arrange local garage,"[('competitive price easy order', 'positive'), ('local garage', 'neutral')]"
delay garage,"[('delay garage', 'negative')]"
service easy use give additional useful information recommend tyre size car garage use local transaction go smoothly,"[('additional useful information', 'positive'), ('service easy use', 'positive'), ('local transaction', 'neutral'), ('tyre size car garage', 'neutral')]"
great price easy use time,"[('great price', 'positive')]"
great tyre decent price,"[('great tyre decent price', 'positive')]"
great quality tyre save £ 100,"[('100', 'neutral'), ('great quality tyre', 'positive')]"
price ease use,"[('price ease use', 'positive')]"
easy pick tyre pick fitting location book appointment garage broadbridge heath efficient not wait long tyre fit,"[('fitting location book appointment garage', 'neutral'), ('tyre', 'neutral')]"
easy usegood price,"[('easy usegood price', 'positive')]"
competetive price   fantastic service partner fitter,"[('competetive price   fantastic service partner fitter', 'positive')]"
cheap way buy tyre,"[('tyre', 'neutral')]"
great price,"[('great price', 'positive')]"
good value easy use,"[('good value', 'positive')]"
quick efficient service good price find,"[('quick efficient', 'positive'), ('efficient service', 'positive')]"
tyre delivery perfect,[]
economic efficient way buy fit tyre price tyre good order communication prompt clear day wait fitting fitting service go smoothly good service reasonable price,"[('fitting fitting service', 'neutral'), ('economic efficient way', 'positive')]"
fast service   fast easy safe way good deal tyreshighly recommend,"[('fast service', 'neutral'), ('good deal', 'positive')]"
competitive price convenient hassle nobrainer,"[('competitive price convenient hassle nobrainer', 'positive')]"
easy deal,"[('easy deal', 'positive')]"
redactedcom easy use site convenient competitive price,"[('redactedcom easy use site', 'positive'), ('convenient competitive price', 'positive')]"
great value money excellent customer service garage,"[('great value money excellent customer service garage', 'positive')]"
